Country Name,Country Code,Series Name,Series Code,2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022]
United Kingdom,GBR,Trade (% of GDP),NE.TRD.GNFS.ZS,62.2259827334183,61.9991119149908,59.0948041195932,57.2035496863734,59.7003984143761,63.1216500310687,64.542648250433,64.6651336372235,58.7745593759029,59.3486477481733,69.5224186707207
United Kingdom,GBR,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,146.977239505986,141.632156536491,150.601284070885,147.961205373892,156.61716822024,161.283987088484,158.178026895829,160.337361974752,195.88497391992,185.352608206634,..
United Kingdom,GBR,"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,-34727249184.4595,-8222267228.03089,-172805792105.635,-105510499552.5,-291904952184.513,46685075527.4551,-3576693950.22308,-41289065813.2493,-140797136683.084,155009730131.285,80704411997.0825
United Kingdom,GBR,Individuals using the Internet (% of population),IT.NET.USER.ZS,87.47999842,89.8441,91.61,92.00029987,94.77580063,90.42455049,90.69200899,92.51662855,94.81820132,96.68023657,..
United Kingdom,GBR,"Net trade in goods (BoP, current US$)",BN.GSR.MRCH.CD,-177897882101.183,-195695415678.773,-215419724598.913,-191418792619.073,-188188519275.279,-180100855213.958,-188502154062.236,-185429220011.626,-164878342686.197,-224612072311.393,-274330023482.606
United Kingdom,GBR,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,0.628400871790233,0.633392108618073,0.745014534118938,0.631166672145544,0.57891843174863,0.594050752899665,0.571108913982411,0.604721474036011,0.660080749403124,0.70956389862172,0.764233870806849
United Kingdom,GBR,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.5732347965453,2.29166666666659,1.45112016293279,0.36804684232536,1.0084173681141,2.55775577557747,2.29283990345938,1.73810460086513,0.989486703772491,2.51837109614213,7.92204883147902
United Kingdom,GBR,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100,100,100,100,100,100,..
United Kingdom,GBR,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,2.53464385203975,2.47896231059426,2.54821837858055,2.44931045763451,2.43224591910341,2.23916712988303,2.05892950902371,2.21368694659025,2.18789326902127,2.17387491013879,2.16691201974903
Italy,ITA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-2.98090576823772,-1.84106545088248,-0.00454754236383792,0.778304350716581,1.29346273155907,1.66785904106857,0.925810941012742,0.483198316597154,-8.97419212060699,8.31376031801125,3.724549463477
Italy,ITA,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,99.3490982055664,..,..,..
Italy,ITA,Trade (% of GDP),NE.TRD.GNFS.ZS,55.6547208446016,54.8675793967737,55.3221151506422,56.4181761616088,55.3676028142217,58.6041759472917,60.3035512426617,59.8789802234549,55.2657057698714,61.9058086986297,74.7768779022595
Italy,ITA,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..
Italy,ITA,"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,6761814775.11469,742935955.516199,3443516886.53274,2120880782.65148,-11998104744.4285,676832040.58117,-5593749247.93934,1681603982.41339,21788625430.1752,29959682048.1237,-15930452555.5196
Italy,ITA,Individuals using the Internet (% of population),IT.NET.USER.ZS,55.82999799,58.4593,55.63846022,58.14173496,61.32425277,63.077347,74.38718292,67.85071029,70.48342785,74.8623274,85.06074504
Italy,ITA,"Net trade in goods (BoP, current US$)",BN.GSR.MRCH.CD,23926500133.6752,50635466946.7768,65127558362.9911,59969555027.6219,66385652854.8362,61798029411.2547,54145722907.2986,67886716262.0664,78587904913.843,58431717015.3673,-17375066074.8241
Italy,ITA,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,1.9707531347602,2.14458980749233,1.99786088974992,2.06523676190304,1.9283733073049,1.97268467311393,1.94542007434608,1.90729572312002,2.00818689752076,1.90018407606246,1.82093915110622
Italy,ITA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,3.04136333226775,1.21999342274306,0.241047429826756,0.0387903996579733,-0.09401665691575,1.22653316645812,1.13748763600391,0.611246943765304,-0.13770757391651,1.87378325762481,8.20128991161718
Italy,ITA,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100,100,100,100,100,100,..
Italy,ITA,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,6.61788326659322,6.91380270455062,6.59787633580304,6.61461230684265,6.47606512099602,6.26777664090078,6.06317909502104,5.96741173173028,5.94725650752602,5.87948949365103,6.23390180448918
Spain,ESP,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-2.95892213230024,-1.40334186790638,1.39577536727975,3.83851887667484,3.03777414172446,2.97576072924863,2.28446941947622,1.9839662230883,-11.1672978596983,6.40317361484541,5.77064767618052
Spain,ESP,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,97.8945388793945,98.0791320800781,98.0937194824219,98.1432571411133,98.2505111694336,..,98.4365005493164,..,98.5944595336914,..,..
Spain,ESP,Trade (% of GDP),NE.TRD.GNFS.ZS,60.8450747936193,61.9763157198604,63.8382619541975,64.1832051439024,63.7398826295293,66.6570608657952,67.5749402546311,66.8738905174013,60.119480612327,67.3912901193661,80.536506491124
Spain,ESP,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,77.8050671752626,92.3122944318681,105.572961714157,105.395476685566,106.78085544137,107.286371146798,107.974507264889,112.050634277545,140.268036253117,134.10213698474,..
Spain,ESP,"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,-23366093922.8011,-14263389021.5769,12972045515.7734,33299356666.0437,12384254171.6046,14575952991.294,-20511155392.2348,8921032437.20239,18154671658.833,-20032436794.3,-541287254.504816
Spain,ESP,Individuals using the Internet (% of population),IT.NET.USER.ZS,69.80999994,71.635,76.19,78.68963187,80.56133294,84.6022457,86.10723553,90.71866533,93.20564892,93.89752157,94.4855432
Spain,ESP,"Net trade in goods (BoP, current US$)",BN.GSR.MRCH.CD,-35973192060.4403,-16830544309.9815,-28262559441.1931,-22938972889.2097,-15734297750.5448,-25021624575.8382,-34516832100.5951,-29800887694.7506,-9798353470.08947,-27709984185.4262,-62248042890.8281
Spain,ESP,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,2.40829247098256,2.6214953408375,2.53523118162943,2.73408948401435,2.82424938533049,2.787029932249,2.75621978985911,2.46894251605563,2.81150302499531,2.73077583879439,2.33834951131815
Spain,ESP,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.44612782366809,1.40858109183019,-0.151114837527235,-0.500365709903242,-0.202598000426452,1.95607633363963,1.6749813686379,0.699518994458739,-0.322753017299739,3.0931351197642,8.39057634118627
Spain,ESP,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100,100,100,100,100,100,..
Spain,ESP,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,5.18965996818012,5.09073352253324,5.06078716985537,4.97166512398451,4.95887775763007,4.96511416716347,4.96903286666699,4.82723282455327,4.62428060295089,4.77888477356358,4.83913866943607
Poland,POL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.54522157125609,0.85655708060645,3.83695849351797,4.38329863507276,2.95350884167718,5.14001757409446,5.94520847705498,4.44998787878788,-2.02007073357655,6.93498038387065,5.26036442513194
Poland,POL,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,99.8000030517578,..
Poland,POL,Trade (% of GDP),NE.TRD.GNFS.ZS,89.2676372308228,90.7793630676402,92.5686482977292,92.8187888489723,97.5399375676193,101.281222355928,103.450495789807,102.688713790566,100.324211437704,112.081813490052,123.93454594058
Poland,POL,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..
Poland,POL,"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,-5561000000,-4144000000,-13726000000,-10578000000,-3756000000,-8099000000,-16825000000,-12253000000,-14144000000,-26012000000,-25652000000
Poland,POL,Individuals using the Internet (% of population),IT.NET.USER.ZS,62.30999727,62.8492,66.6,67.99698716,73.3007041,75.98536595,77.54173454,80.43590688,83.18488715,85.37490906,86.94113568
Poland,POL,"Net trade in goods (BoP, current US$)",BN.GSR.MRCH.CD,-12197000000,-4989000000,-10456000000,-2352000000,-1447000000,-5530000000,-13240000000,-4878000000,8111000000,-8800000000,-25561000000
Poland,POL,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,3.00836031124689,3.24619078525218,2.9930281461549,2.50307066391396,2.64536303323162,3.01034802405091,2.41461815767273,2.36946425855979,2.56883771547078,2.24185593291838,2.84003722907454
Poland,POL,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,3.56037151702783,0.991982606332428,0.0538213132399802,-0.87412587412577,-0.664767331433961,2.0759355367385,1.81295156542679,2.227478809383,3.37446972618589,5.05502704719272,14.4294507575758
Poland,POL,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100,100,100,100,100,100,..
Poland,POL,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,4.16975639279334,4.19723049518464,4.12979941334144,3.92960926386311,3.952639138649,3.99599933487143,4.0488326744766,4.02620436044956,3.82282255513589,4.028246068901,3.90983388400367
Romania,ROU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.92499326240754,0.269963878633803,4.12067496319813,3.16050387041089,2.8575460568877,8.19650650309624,6.02901904128214,3.85316383348211,-3.67751079121797,5.70889455766321,4.59536094592346
Romania,ROU,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,98.9000015258789,..
Romania,ROU,Trade (% of GDP),NE.TRD.GNFS.ZS,76.5392333462156,81.4016211768502,83.3787079346797,83.5211627751621,85.8939786447949,87.1561566741587,86.470670301064,84.5030610232464,78.0591133789941,86.8531207651432,92.8164025706351
Romania,ROU,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,40.3882426396179,43.8827006652439,46.2693436335921,45.1699152164162,47.2799329997325,44.3270746320218,42.5621041300292,43.2052963983837,57.1106221007977,55.5722418945987,..
Romania,ROU,"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,-3255018087.08516,-3915347492.2883,-3599990318.25456,-3287453781.97355,-4996271644.2778,-5566577167.88674,-5840119126.74388,-5441572773.22615,-3403789382.68606,-10398707803.3903,-9254795831.04397
Romania,ROU,Individuals using the Internet (% of population),IT.NET.USER.ZS,45.87999425,49.7645,54.08,55.76315563,59.50395129,63.74728218,70.68127793,73.65747575,78.45526895,83.5904265,85.50309124
Romania,ROU,"Net trade in goods (BoP, current US$)",BN.GSR.MRCH.CD,-11889742402.2335,-8069176351.18425,-8820275952.9906,-9006474936.45413,-10671409668.3709,-14551121334.6036,-18018894602.6,-19960217037.7756,-21675913872.8125,-27290809287.7801,-33614107501.283
Romania,ROU,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,4.54040256655454,5.50999686670216,4.94855252779138,4.42596074120938,4.2922478488702,4.43884752783431,4.56455945444835,4.42008259865203,4.17885403792064,4.50924732513894,4.47147963599244
Romania,ROU,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,3.33492267693442,3.9847123554813,1.06830987684298,-0.594156437495203,-1.54479666813897,1.3390212110439,4.62548443137779,3.82785432599438,2.63107311184743,5.05232876096582,13.7954887432521
Romania,ROU,Access to electricity (% of population),EG.ELC.ACCS.ZS,97.7653427124023,98.0986328125,98.4268951416016,98.761360168457,99.1,100,99.8226547241211,100,99.9952163696289,100,..
Romania,ROU,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,1.23747747179584,1.26789895969781,1.14489421095791,1.12475203866291,1.03483499235997,1.04407424019679,1.05224197130264,1.14361899544787,1.14130205624816,1.1388092440847,1.13192802173607
Netherlands,NLD,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-1.03035399148436,-0.130175288449919,1.42339539510084,1.95916972105708,2.19171371926123,2.91090251315005,2.36091509478513,1.95558841574046,-3.88608391819609,6.19185710427116,4.32891831787197
Netherlands,NLD,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..
Netherlands,NLD,Trade (% of GDP),NE.TRD.GNFS.ZS,149.268415200791,149.549331302435,150.053755435106,157.816576039698,148.858664731618,156.028211221086,158.823210208957,155.270676645491,146.46177796191,156.956168654023,176.711779992468
Netherlands,NLD,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..
Netherlands,NLD,"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,-1729062855.18002,87174417702.7811,786049364.971508,60422293503.452,49999336305.9189,43897890313.6864,57011679381.8598,-836227817.912252,-86409447008.1328,146740299875.037,137970030082.469
Netherlands,NLD,Individuals using the Internet (% of population),IT.NET.USER.ZS,92.85999236,93.9564,91.666666,91.72413793,90.4109589,93.19727891,91.89189189,93.2885906,91.33333333,92.05298013,92.51968504
Netherlands,NLD,"Net trade in goods (BoP, current US$)",BN.GSR.MRCH.CD,91437763210.8061,100090445979.58,100837525680.187,72650745573.9886,72644563059.3378,81225978808.415,84612327562.381,67305002741.6929,70715186048.0116,86515879133.189,77564292350.0272
Netherlands,NLD,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,1.65950447649648,1.79086489326427,1.73834058014176,1.72432783388019,1.76653203206948,1.85559496359799,1.65067371932604,1.63580569580164,1.59906092676986,1.51690755777424,1.50498305250957
Netherlands,NLD,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.45554765291604,2.50689852657885,0.976035079699679,0.600248147278776,0.316666666666743,1.38145871407206,1.7034979474447,2.63369910249601,1.27246037789161,2.67572008805385,10.0012078753473
Netherlands,NLD,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100,100,100,100,100,100,..
Netherlands,NLD,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,3.84931185187563,3.86642552044158,3.95717049562686,3.83025367882229,4.02724431993693,4.01036973501146,3.99081122321499,3.84435262550425,3.89755762017165,3.72661252957236,3.48493157931673
Belgium,BEL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,0.739217283058679,0.459242192907709,1.57853314322614,2.04145900919961,1.26668640902095,1.6195802783878,1.79294519302076,2.24083533103139,-5.2607791859752,6.85099562281208,3.00990255927714
Belgium,BEL,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..
Belgium,BEL,Trade (% of GDP),NE.TRD.GNFS.ZS,160.746030229324,157.850845041743,158.783215919076,154.192546509323,157.66502598438,165.32583634966,166.494787097425,164.166215073989,155.263433762122,174.084085668565,193.092158876104
Belgium,BEL,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,104.028499314949,101.564361030942,112.309059747048,108.591308652296,110.196200971828,103.883627921154,101.392739455571,103.382510764996,119.241639784917,108.061250958751,..
Belgium,BEL,"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,29684338021.7117,17271778736.2816,14787640970.4609,26844377439.2661,-22983198267.7305,31988685367.2034,5599920051.9415,-4229947094.10198,5632446683.857,26079554832.1066,14140581524.9867
Belgium,BEL,Individuals using the Internet (% of population),IT.NET.USER.ZS,80.71999055,82.1702,85,85.05294175,86.51647666,87.67968082,88.647343,90.27542801,91.52641629,92.78867618,94.00783071
